pais;codigo_do_pais;nome_do_pais;descricao;loc_cod;UF;RA;ra_desc;RG;rg_desc;RM;rm_desc
900;4102505;Barbosa Ferraz;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4102604;Barracão;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4102703;Barra do Jacaré;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4102752;Bela Vista da Caroba;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4102802;Bela Vista do Paraíso;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4102901;Bituruna;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4103008;Boa Esperança;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4103024;Boa Esperança do Iguaçu;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4103040;Boa Ventura de São Roque;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4103057;Boa Vista da Aparecida;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4103107;Bocaiúva do Sul;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4103156;Bom Jesus do Sul;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4103206;Bom Sucesso;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4103222;Bom Sucesso do Sul;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4103305;Borrazópolis;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4103354;Braganey;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4103370;Brasilândia do Sul;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4103404;Cafeara;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4103453;Cafelândia;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4103479;Cafezal do Sul;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4103503;Califórnia;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4103602;Cambará;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4103701;Cambé;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4103800;Cambira;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4103909;Campina da Lagoa;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4103958;Campina do Simão;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4104006;Campina Grande do Sul;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4104055;Campo Bonito;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4104105;Campo do Tenente;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4104204;Campo Largo;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4104253;Campo Magro;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4104303;Campo Mourão;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4104402;Cândido de Abreu;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4104428;Candói;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4104451;Cantagalo;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4104501;Capanema;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4104600;Capitão Leônidas Marques;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4104659;Carambeí;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4104709;Carlópolis;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4104808;Cascavel;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4104907;Castro;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4105003;Catanduvas;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4105102;Centenário do Sul;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4105201;Cerro Azul;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4105300;Céu Azul;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4105409;Chopinzinho;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4105508;Cianorte;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4105607;Cidade Gaúcha;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4105706;Clevelândia;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4105805;Colombo;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4105904;Colorado;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4106001;Congonhinhas;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4106100;Conselheiro Mairinck;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4106209;Contenda;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4106308;Corbélia;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4106407;Cornélio Procópio;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4106456;Coronel Domingos Soares;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4106506;Coronel Vivida;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4106555;Corumbataí do Sul;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4106571;Cruzeiro do Iguaçu;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4106605;Cruzeiro do Oeste;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4106704;Cruzeiro do Sul;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4106803;Cruz Machado;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4106852;Cruzmaltina;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4106902;Curitiba;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4107009;Curiúva;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4107108;Diamante do Norte;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4107124;Diamante do Sul;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4107157;Diamante D'Oeste;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4107207;Dois Vizinhos;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4107256;Douradina;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4107306;Doutor Camargo;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4107405;Enéas Marques;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4107504;Engenheiro Beltrão;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4107520;Esperança Nova;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4107538;Entre Rios do Oeste;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4107546;Espigão Alto do Iguaçu;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4107553;Farol;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4107603;Faxinal;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4107652;Fazenda Rio Grande;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4107702;Fênix;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4107736;Fernandes Pinheiro;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4107751;Figueira;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4107801;Floraí;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4107850;Flor da Serra do Sul;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4107900;Floresta;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4108007;Florestópolis;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4108106;Flórida;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4108205;Formosa do Oeste;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4108304;Foz do Iguaçu;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4108320;Francisco Alves;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4108403;Francisco Beltrão;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4108452;Foz do Jordão;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4108502;General Carneiro;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4108551;Godoy Moreira;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4108601;Goioerê;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4108650;Goioxim;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4108700;Grandes Rios;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4108809;Guaíra;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4108908;Guairaçá;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4108957;Guamiranga;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4109005;Guapirama;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4109104;Guaporema;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4109203;Guaraci;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4109302;Guaraniaçu;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4109401;Guarapuava;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4109500;Guaraqueçaba;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4109609;Guaratuba;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4109658;Honório Serpa;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4109708;Ibaiti;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4109757;Ibema;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4109807;Ibiporã;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4109906;Icaraíma;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4110003;Iguaraçu;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4110052;Iguatu;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4110078;Imbaú;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4110102;Imbituva;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4110201;Inácio Martins;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4110300;Inajá;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4110409;Indianópolis;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4110508;Ipiranga;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4110607;Iporã;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4110656;Iracema do Oeste;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4110706;Irati;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4110805;Iretama;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4110904;Itaguajé;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4110953;Itaipulândia;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4111001;Itambaracá;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4111100;Itambé;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4111209;Itapejara d'Oeste;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4111258;Itaperuçu;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4111308;Itaúna do Sul;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4111407;Ivaí;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4111506;Ivaiporã;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4111555;Ivaté;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4111605;Ivatuba;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4111704;Jaboti;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4111803;Jacarezinho;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4111902;Jaguapitã;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4112009;Jaguariaíva;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4112108;Jandaia do Sul;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4112207;Janiópolis;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4112306;Japira;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4112405;Japurá;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4112504;Jardim Alegre;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4112603;Jardim Olinda;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4112702;Jataizinho;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4112751;Jesuítas;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4112801;Joaquim Távora;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4112900;Jundiaí do Sul;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4112959;Juranda;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4113007;Jussara;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4113106;Kaloré;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4113205;Lapa;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4113254;Laranjal;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4113304;Laranjeiras do Sul;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4113403;Leópolis;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4113429;Lidianópolis;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4113452;Lindoeste;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4113502;Loanda;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4113601;Lobato;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4113700;Londrina;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4113734;Luiziana;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4113759;Lunardelli;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4113809;Lupionópolis;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4113908;Mallet;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4114005;Mamborê;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4114104;Mandaguaçu;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4114203;Mandaguari;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4114302;Mandirituba;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4114351;Manfrinópolis;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4114401;Mangueirinha;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4114500;Manoel Ribas;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4114609;Marechal Cândido Rondon;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4114708;Maria Helena;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4114807;Marialva;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4114906;Marilândia do Sul;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4115002;Marilena;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4115101;Mariluz;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4115200;Maringá;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;4115309;Mariópolis;Paraná;;41;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
